Lab_Number,sample_description,parser_output,prediction,ground_truth
P2012174,"Oznaczona lepkość oraz poziom dodatków uszlachetniających w normie. Temperatura zapłonu w normie. Nieznacznie podniesiona zawartość miedzi i żelaza. Poziom pozostałych metalicznych produktów zużycia w dopuszczalnym zakresie.

Zalecenia i wnioski:

W celu śledzenia trendu zawartości pierwiastków przeprowadzić kolejne badania za około 250mth. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""dodatki_uszlachetniające"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""żelazo"": ""nieznacznie_podniesiony"", ""miedź"": ""nieznacznie_podniesiony"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie""}",1,W NORMIE
P2013739,"Oznaczona lepkość w normie. Odnotowano wzrost temperatury zapłonu. Poziom krzemu na niskim poziomie w stosunku do poprzedniego badania. Zawartość miedzi obniżona w stosunku do poprzedniego badania. Zawartość pozostałych pierwiastków zużyciowych w normie. Wyraźna poprawa parametrów w stosunku do poprzedniej analizy.

Zalecenia i wnioski : 

Proszę obserwować zmiany w następnej analizie. Przysłać kolejną próbkę do badań zgodnie z przyjętym harmonogramem diagnostyki płynu.   ","{""lepkość"": ""w_normie"", ""krzem"": ""obniżony"", ""miedź"": ""obniżony"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2013911,"Wszystkie parametry w normie. Obniżona zawartość miedzi, żelaza i krzemu w porównaniu z poprzednim badaniem.

Zalecenia i wnioski : 

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""oznaczone_parametry"": ""w_normie"", ""krzem"": ""obniżony"", ""żelazo"": ""obniżony"", ""miedź"": ""obniżony""}",1,W NORMIE
P2100886,"Lepkość w normie. Zawartość zanieczyszczeń stałych w zakresie akceptowalnym. Liczba zasadowa w normie. Temperatura zapłonu obniżona. Własności dyspergujące w normie. Zawartość wody w normie. Na widmie IR widoczne zanieczyszczenie sadzą. Nie stwierdzono niepokojącego zanieczyszczenia glikolem ani paliwem. Zawartość żelaza lekko podniesiona - trend wzrostowy. Zawartość pozostałych metali zużyciowych w normie.



Zalecenia i wnioski : 

Proszę śledzić trend zmian zużycia. Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej. ","{""lepkość"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_akceptowalnym_zakresie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""obniżony"", ""woda"": ""w_normie"", ""glikol"": ""brak_wykrycia"", ""żelazo"": ""podniesiony"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2103350,"Oznaczona lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Poziom miedzi i ołowiu obniżony w stosunku do poprzedniego badania. Pozostałe parametry w normie.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z harmonogramem diagnostyki.","{""pozostałe_parametry"": ""w_normie"", ""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""miedź"": ""obniżony"", ""ołów"": ""obniżony""}",1,W NORMIE
P2106749,"Zawartość cząstek zużyciowych w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych. Zawartość dodatków na poziomie oczekiwanym. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Proszę obserwować zmiany w następnych badaniach zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2107630,"Zawartość dodatków na oczekiwanym poziomie. Zawartość cząstek zużyciowych w dopuszczalnym zakresie, nie stwierdzono przyrostu w porównaniu do poprzedniego badania. Wysoka zawartość ołowiu pochodzącego z paliwa jest typową sytuacją dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Proszę obserwować zmiany w następnym badaniu, zgodnie z przyjętym harmonogramem diagnostyki. ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2108051,"Wszystkie oznaczone parametry mieszczą się w dopuszczalnym zakresie. Lekko podwyższona zawartość miedzi i ołowiu jest prawdopodobnie pozostałością sprzed wymiany oleju. 



Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie zgodnie z przyjętym harmonogramem diagnostyki.","{""oznaczone_parametry"": ""w_dopuszczalnym_zakresie"", ""miedź"": ""lekko_podniesiony"", ""ołów"": ""lekko_podniesiony""}",1,W NORMIE
P2109662,"W porównaniu do poprzedniego badania nie stwierdzono znaczącego przyrostu zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla lotniczych silników tłokowych. Zawartość dodatków na poziomie oczekiwanym. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki. ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2110207,"Oznaczona lepkość w normie. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Lekko podniesiony poziom miedzi oraz żelaza - związane jest to najprawdopodobniej z początkowym okresem życia silnika i docieraniem się jego elementów - należy śledzić trend zmian. 

Wnioski i zalecenia:

W celu śledzenie trendu zalecamy wykonanie kolejnego badanie za ok. 500 mth pracy silnika. ","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""żelazo"": ""lekko_podniesiony"", ""miedź"": ""lekko_podniesiony""}",1,W NORMIE
P2111407,"Oznaczona lepkość w normie dla klasy SAE 50. Temperatura zapłonu w normie. W porównaniu do poprzedniego badania stwierdzono jedynie lekki przyrost zawartości cząstek zużyciowych. W próbce nie stwierdzono obecności paliwa ani płynu chłodniczego. Lekki przyrost zawartość krzemu - prawdopodobne pochodzenie to kurz/pył z otoczenia. Zawartość sodu utrzymuje się na stabilnym poziomie.



Zalecenia i wnioski:

Wszystkie oznaczone parametry mieszczą się w granicach tolerancji. Proszę obserwować zmiany w następnej analizie, zgodnie z przyjętym harmonogramem diagnostyki.   ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""podniesiony"", ""krzem"": ""podniesiony""}",1,W NORMIE
P2111582,"Oznaczona lepkość w zakresie akceptowalnym dla oleju klasy SAE 15W-40. Liczba zasadowa na bezpiecznym poziomie. Zawartość miedzi i żelaza lekko podniesiona - najprawdopodobniej jest to spowodowane docieraniem się silnika i jest to sytuacja spodziewana. Zawartość stałych zanieczyszczeń w normie. Nie stwierdzono niepokojącego zanieczyszczenia oleju paliwem ani płynem chłodniczym.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_akceptowalnym_zakresie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""żelazo"": ""lekko_podniesiony"", ""miedź"": ""lekko_podniesiony"", ""zanieczyszczenia_stałe"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,W NORMIE
P2112474,"Zawartość pierwiastków zużyciowych w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych. 



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki. ","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",1,W NORMIE
P2112475,"Zawartość pierwiastków zużyciowych w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych. Lekko podwyższona zawartość krzemu i potasu - prawdopodobne pochodzenie to kurz/pył z otoczenia.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki. ","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony"", ""potas"": ""lekko_podniesiony"", ""krzem"": ""lekko_podniesiony""}",1,W NORMIE
P2112481,"Zawartość pierwiastków zużyciowych w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych. Lekko podwyższona zawartość krzemu - prawdopodobne pochodzenie to kurz/pył z otoczenia.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki. ","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony"", ""krzem"": ""lekko_podniesiony""}",0,W NORMIE
P2113504,"Zawartość dodatków na oczekiwanym poziomie. Zawartość cząstek zużyciowych w dopuszczalnym zakresie, nie stwierdzono przyrostu w porównaniu do poprzedniego badania. Wysoka zawartość ołowiu pochodzącego z paliwa jest typową sytuacją dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnym badaniu, zgodnie z przyjętym harmonogramem diagnostyki. ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2113854,"Zawartość pierwiastków zużyciowych mieści się w dopuszczalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki. ","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2115752,"Lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Zawartość sodu lekko podwyższona (prawdopodobnie jest to pochodna zanieczyszczenia oleju płynem chłodniczym lub wodą), stwierdzono poprawę w porównaniu do poprzednich analiz. 



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""sód"": ""lekko_podniesiony""}",1,W NORMIE
P2201108,"Lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Zawartość sodu lekko podwyższona (prawdopodobnie jest to pochodna zanieczyszczenia oleju płynem chłodniczym lub wodą), wartość nie uległa znacząco zmianie w stosunku do poprzedniej analizy.

Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""sód"": ""lekko_podniesiony""}",1,W NORMIE
P2202024,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Zawartość stałych ciał obcych w normie. Liczba zasadowa obniżona w stosunku do poprzedniego badania, jednak mieści się w oczekiwanym zakresie. Własności dyspergujące w normie. Temperatura zapłonu w normie. Zawartość sodu lekko podniesiona - trend stabilny. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek) w normie.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie. Liczba zasadowa mieści się w oczekiwanym zakresie.","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""obniżony"", ""temperatura_zapłonu"": ""w_normie"", ""sód"": ""lekko_podniesiony"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,W NORMIE
P2202170,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoki poziom ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2202246,"Zawartość pierwiastków zużyciowych mieści się w dopuszczalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych. Nie stwierdzono niepokojącego zanieczyszczenia oleju.

Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki. ","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2202451,"Zawartość dodatków na oczekiwanym poziomie. Zawartość cząstek zużyciowych w dopuszczalnym zakresie, nie stwierdzono przyrostu w porównaniu do poprzedniego badania. Wysoka zawartość ołowiu pochodzącego z paliwa jest typową sytuacją dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnym badaniu, zgodnie z przyjętym harmonogramem diagnostyki. ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2203734,"Lepkość wskazuje na olej klasy SAE 40 - trend stabilny. Temperatura zapłonu obniżona. Nie stwierdzono zanieczyszczenia glikolem ani olejem napędowym. Lekko podwyższona zawartość metali zużyciowych.

Wnioski i zalecenia:

Obserwować zmiany w kolejnej analizie. Upewnić się czy olej o danej lepkości może być eksploatowany. Wykonać kolejne badanie za ok. 500 mth pracy silnika, w celu oceny dynamiki zużycia.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""obniżony"", ""glikol"": ""brak_wykrycia"", ""metale_zużyciowe"": ""lekko_podniesiony""}",1,W NORMIE
P2203979,"Zawartość dodatków na poziomie oczekiwanym dla oleju Aeroshell W15W-50. Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość cząstek zużyciowych wzrosła w porównaniu do poprzedniej analizy jednak mieści się w akceptowalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych.



Zalecenia i wnioski:

Wszystkie oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""podniesiony"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",1,W NORMIE
P2205199,"Lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Zawartość sodu lekko podwyższona (prawdopodobnie jest to pochodna zanieczyszczenia oleju płynem chłodniczym lub wodą), wartość nie uległa znacząco zmianie w stosunku do poprzedniej analizy.

Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""sód"": ""lekko_podniesiony""}",0,W NORMIE
P2206535,"Zawartość metalicznych cząstek zużyciowych mieści się w dopuszczalnym zakresie, nie wskazuje na intensywny przebieg procesów zużycia lub/i korozji smarowanych elementów. Wysoki poziom ołowiu pochodzącego z paliwa jest sytuacją typową w tego typu tłokowym silniku lotniczym. Zawartość dodatków na poziomie oczekiwanym.



Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie, zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2207626,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) mieści się w zakresie akceptowalnym. Wysoki poziom ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych.

Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu wykonanym po 25h nalotu silnika.","{""metale_zużyciowe"": ""w_akceptowalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2207916,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tłokowych silników lotniczych.





Wnioski i zalecenia:



Proszę obserwować zmiany w następnej analizie, zgodnie z przyjętym harmonogramem diagnostyki.","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2207919,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tłokowych silników lotniczych.





Wnioski i zalecenia:



Proszę obserwować zmiany w następnej analizie, zgodnie z przyjętym harmonogramem diagnostyki.","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2208240,"Zawartość cząstek zużyciowych w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Zawartość dodatków na poziomie typowym dla oleju AeroShell W15W-50. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2208947,"Oznaczona lepkość w 100°C w normie dla oleju klasy SAE 40. Lepkość niemożliwa do oznaczenia zgodnie z PN-EN ISO 3104 ze względu na stan próbki. Liczba kwasowa powyżej oczekiwanej jednak rezerwa alkaliczna mieści się jeszcze na akceptowalnym poziomie. Zawartość wody (0,017%) w normie. Podwyższona zawartość sodu - prawdopodobne żródło to mineralne otoczenie układu olejowego lub/i pochodna zanieczyszczenia oleju wodą lub płynem chłodniczym. Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Zawartość cząstek zużyciowych (oznaczona w badaniu pierwiastków, cząstki <5µm) w normie.

Zalecenia i wnioski:
Oznaczone parametry mieszczą się w zakresach akceptowalnych. Proszę obserwować zmiany oraz przeprowadzić wymianę oleju zgodnie z przyjętym harmonogramem.","{""lepkość"": ""w_normie"", ""liczba_kwasowa"": ""w_akceptowalnym_zakresie"", ""rezerwa_alkaliczna"": ""w_akceptowalnym_zakresie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""podniesiony"", ""sód"": ""podniesiony"", ""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2209373,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie, nie stwierdzono znaczącego przyrostu w porównaniu do poprzednich analiz. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",1,W NORMIE
P2209905,"W porównaniu do poprzednich badań nie stwierdzono znaczącego przyrostu zawartości cząstek zużyciowych. Mieści się ona w dopuszczalnym zakresie. Wysoki poziom ołowiu pochodzącego z paliwa jest sytuacją typową dla lotniczych silników tłokowych.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2210071,"Zawartość cząstek zużyciowych w normie, w porównaniu do poprzedniego badania nie stwierdzono znaczącego przyrostu. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W15W-50. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2210369,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie, w porównaniu do poprzedniego badania stwierdzono jedynie niewielki przyrost. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2210370,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie, w porównaniu do poprzedniego badania stwierdzono jedynie niewielki przyrost. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju. 



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2210955,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W100.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2211101,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W15W-50.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2211449,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W100.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.     ","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2211623,"Zawartość miedzi i ołowiu w trendzie rosnącym, mieści się jeszcze w akceptowalnym zakresie. Pozostałe oznaczone parametry w normie.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.  ","{""pozostałe_parametry"": ""w_normie"", ""miedź"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2211822,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W15W-50.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2211824,"W porównaniu do poprzedniej analizy nastąpił jedynie nieznaczny wzrost zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W15W-50.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2211826,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W15W-50.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.     ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2211903,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W15W-50.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2212158,"Oznaczone własności reologiczne wskazują na dolny zakres lepkości klasy SAE50. Poziom metalicznych produktów zużycia na niskim poziomie. Temperatura zapłonu na poprawnym poziomie, nie wskazuje na problem nadmiernych przecieków paliwa do oleju smarnego. Niski poziom zanieczyszczeń (krzem, potas, sód, woda), wskazuje na poprawne działanie układu oczyszczania powietrza oraz brak nieszczelności z układu chłodzenia.

Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji. Proszę obserwować zmiany w kolejnej analizie. Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki olejowej, lecz nie później niż 1000mth.","{""metale_zużyciowe"": ""obniżony"", ""woda"": ""obniżony"", ""potas"": ""obniżony"", ""krzem"": ""obniżony""}",0,W NORMIE
