Lab_Number,sample_description,parser_output,prediction,ground_truth
P2001476,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu lekko obniżona. Podwyższona zawartość sodu - prawdopodobne źródło to pochodna zanieczyszczenia oleju wodą lub płynem chłodniczym. Podwyższona zawartość krzemu - prawdopodobne pochodzenie to kurz/pył z otoczenia. Wysoka zawartość metali zużyciowych - ołowiu, miedzi, cyny, glinu oraz żelaza.



Zalecenia i wnioski:

Proszę przeprowadzić kontrolę układu olejowego ukierunkowaną na zużycie/korozję elementów zawierających w metalurgii wykryte pierwiastki (np. łożysk). Przeprowadzić kontrolę układu doprowadzania powietrza do silnika. Przeprowadzić kolejne badanie po wykonaniu działań korygujących.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""płyn_chłodniczy"": ""podniesiony"", ""sód"": ""podniesiony"", ""krzem"": ""podniesiony"", ""żelazo"": ""podniesiony"", ""miedź"": ""podniesiony"", ""ołów"": ""podniesiony"", ""glin"": ""podniesiony"", ""cyna"": ""podniesiony"", ""metale_zużyciowe"": ""podniesiony""}",1,UWAGA
P2001675,"Oznaczona lepkość w normie dla oleju klasy SAE 15W-40. Temperatura zapłonu w normie. Zawartość stałych zanieczyszczeń w normie. Zawartość wody w dopuszczalnym zakresie. Lekko podwyższona zawartość sodu - prawdopodobne źródło to pochodna zanieczyszczenia oleju wodą lub płynem chłodniczym. Podwyższony poziom ołowiu, nieznana jest dynamika zmian tego parametru. Pozostałe oznaczone pierwiastki zużyciowe w normie.



Zalecenia i wnioski:

Zalecana jest kontrola układu olejowego ukierunkowana na zużycie/korozję elementów zawierających w metalurgii wykryte pierwiastki (np. łożysk). Proszę obserwować zmiany trendu w następnej analizie. Przysłać kolejną próbkę do badań nie później niż za 500mth licząc od momentu pobrania próbki aktualnej.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""sód"": ""lekko_podniesiony"", ""ołów"": ""podniesiony"", ""metale_zużyciowe"": ""w_normie""}",1,UWAGA
P2001720,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w zakresie granicznym. Zawartość metalicznych produktów zużycia w normie. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Wnioski i zalecenia:

Olej kwalifikuje się do dalszej eksploatacji. Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_granicznym"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2002400,"Oznaczona lepkość w normie. Temperatura zapłonu jest lekko obniżona. Zawartość ołowiu jest podniesiona. Poziom pozostałych metalicznych produktów zużycia określony w badaniu pierwiastków (cząstki <5um) w normie.

Wnioski i Zalecenia:

Oznaczona zawartość ołowiu może wskazywać na zachodzące procesy zużyciowe w silniku (np. zużycie łożysk ślizgowych). W celu potwierdzenia diagnostyki i oszacowania dynamiki zużycia proszę przeprowadzić kolejne badanie za około 200h.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""ołów"": ""podniesiony"", ""metale_zużyciowe"": ""w_normie""}",1,UWAGA
P2002724,"Oznaczona lepkość w normie. Temperatura zapłonu utrzymuje się na stabilnym poziomie. Zawartość krzemu jest lekko podniesiona. Zawartość sodu wzrosła jedynie nieznacznie w stosunku do poprzedniej analizy. Zawartość żelaza, miedzi oraz ołowiu jest podniesiona i wskazuje na zachodzenie procesów zużycia w obrębie układu smarnego silnika. Indeks PQ w normie.

Wnioski i Zalecenia:

Ze względu na przyrost parametrów zużyciowych zalecam przeprowadzić inspekcję silnika. Proszę powiązać wykryte metale zużyciowe z metalurgią układu (np. łożyska silnika). Proszę przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.","{""lepkość"": ""w_normie"", ""krzem"": ""lekko_podniesiony"", ""sód"": ""podniesiony"", ""żelazo"": ""podniesiony"", ""miedź"": ""podniesiony"", ""ołów"": ""podniesiony"", ""pq_indeks"": ""w_normie""}",1,UWAGA
P2002744,"Oznaczona lepkość w normie dla oleju klasy SAE 15W-40. Temperatura zapłonu obniżona. Własności dyspergujące w normie. Liczba zasadowa na bezpiecznym poziomie. Zawartość stałych zanieczyszczeń w normie. Skokowy wzrost zawartości metali zużyciowych (oznaczona w badaniu pierwiastków, cząstki <5µm) - ołowiu, miedzi oraz żelaza. Indeks PQ, informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar cząstek, w normie. Zawartość wody w dopuszczalnym zakresie. Podwyższona zawartość sodu, lekko podwyższona zawartość potasu - prawdopodobne źródło to pochodna zanieczyszczenia oleju płynem chłodniczym lub wodą. Podwyższona zawartość krzemu - prawdopodobne źródło to pył/kurz z otoczenia.



Zalecenia i wnioski:

Olej nie kwalifikuje się do dalszej eksploatacji. Proszę przeprowadzić kontrolę układu olejowego ukierunkowaną na zużycie lub/i korozję elementów zawierających w metalurgii wykryte pierwiastki (np. łożysk). Przeprowadzić kontrolę układu chłodzenia. Proszę przysłać kolejną próbkę do badań po wykonaniu działań korygujących.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""obniżony"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""zanieczyszczenia_stałe"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""woda"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""sód"": ""lekko_podniesiony"", ""potas"": ""lekko_podniesiony"", ""krzem"": ""podniesiony""}",2,UWAGA
P2002855,"Oznaczona lepkość w normie. Temperatura zapłonu jest lekko obniżona. Zawartość sodu jest na wysokim poziomie i wykazuje trend wzrostowy. Zawartość żelaza jest lekko podniesiona. Poziom pozostałych metalicznych produktów zużycia określony w badaniu pierwiastków (cząstki <5um) w normie. Indeks PQ w normie.

Wnioski i Zalecenia:

Proszę sprawdzić układ chłodzenia silnika pod kątem wycieku płynu chłodniczego do układu smarnego silnika. Proszę przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""sód"": ""podniesiony"", ""żelazo"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,UWAGA
P2003074,"Oznaczona lepkość w normie. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Własności dyspergujące w normie. Temperatura zapłonu nieznacznie obniżona. Zawartość wody w normie. Poziom metalicznych produktów zużycia określony w badaniu pierwiastków (cząstki <5um) w normie. Indeks PQ w normie.

Wnioski i Zalecenia:

Proszę obserwować zmiany w następnej analizie. Przeprowadzić proszę kolejne badani zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""nieznacznie_obniżony"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,W NORMIE
P2003761,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zawartość metalicznych produktów zużycia w normie. Lekko podwyższona zawartość krzemu - prawdopodobne pochodzenie to kurz/pył z otoczenia.



Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji. Proszę obserwować zmiany trendów w następnej analizie, zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""krzem"": ""lekko_podniesiony""}",1,W NORMIE
P2004386,"Lepkość w dolnej granicy klasy SAE 50. Temperatura zapłonu nieznacznie obniżona. Liczba zasadowa w normie. Zawartość metali zużyciowych w normie. Nie wykryto niepokojącego zanieczyszczenia paliwem ani glikolem w próbce.

Wnioski i zalecenia:

Obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z harmonoramem. ","{""temperatura_zapłonu"": ""nieznacznie_obniżony"", ""liczba_zasadowa"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""brak_wykrycia"", ""glikol"": ""brak_wykrycia""}",1,W NORMIE
P2004493,"Oznaczona lepkość w normie dla oleju klasy SAE 15W-40. Temperatura zapłonu w zakresie granicznym. Zawartość stałych zanieczyszczeń w normie. Zawartość metalicznych produktów zużycia (oznaczona w badaniu pierwiastków, cząstki <5µm) oraz indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Zawartość wody w normie. Własności dyspergujące w normie. Liczba zasadowa na bezpiecznym poziomie.



Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji. Proszę obserwować zmiany w następnej analizie, zgodnie z przyjętym harmonogramem diagnostyki. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_granicznym"", ""zanieczyszczenia_stałe"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""woda"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym""}",0,W NORMIE
P2005452,"Oznaczona lepkość obniżona i wykracza poza granicę klasy SAE 50. Zawartość żelaza jest na znacznie wyższym poziomie w stosunku do poprzedniej analizy. Poziom pozostałych metalicznych produktów zużycia również jest lekko podniesiony. Temperatura zapłonu w normie.

Wnioski i Zalecenia:

Ze względu na wysoki poziom parametrów zużyciowych olej nie kwalifikuje się do dalszej eksploatacji. Proszę przeprowadzić inspekcję ukierunkowaną na zużycie/korozję elementów układu olejowego. Przeprowadzić proszę kolejne badanie po wykonaniu zabiegów korygujacych.","{""lepkość"": ""obniżony"", ""metale_zużyciowe"": ""lekko_podniesiony"", ""temperatura_zapłonu"": ""w_normie""}",2,UWAGA
P2005887,"Oznaczona lepkość wskazuje na olej klasy SAE 40. Temperatura zapłonu w normie. Zawartość krzemu jest lekko podniesiona. Zawartość ołowiu oraz żelaza jest podniesiona. Zawartość miedzi jest lekko podniesiona. Poziom pozostałych metalicznych produktów zużycia określony w badaniu pierwiastków (cząstki <5um) w normie.

Wnioski i Zalecenia:

Proszę przeprowadzić inspekcję diagnostyczną silnika. Proszę powiązać wykryte metale zużyciowe z metalurgią układu (metale wskazywać mogą na zużycie łożysk). Proszę przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""krzem"": ""lekko_podniesiony"", ""żelazo"": ""podniesiony"", ""ołów"": ""podniesiony"", ""miedź"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",1,UWAGA
P2006268,"Lepkość w normie dla klasy SAE 40. Zawartość zanieczyszczeń w normie. Temperatura zapłonu lekko obniżona. Zawartość wody w normie. Wyraźny wzrost zawartości żelaza oraz ołowiu w stosunku do poprzednich analiz. 

Wnioski i zalecenia:

Ze względu na wyraźny wzrost zawartość metali zużyciowych zalecam wymianę oleju na świeży. Skontrolować smarowane elementy pod kątem ewentualnego zużycia/uszkodzenia. Wykonać kolejne badanie po przeprowadzeniu czynności korygujących. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""woda"": ""w_normie""}",1,UWAGA
P2006680,"Oznaczona lepkość w normie. Temperatura zapłonu w normie. Zawartość krzemu jest lekko podniesiona - wskazuje na kurz/pył z otoczenia, elastyczne uszczelnienia czy materiały montażowe na bazie silikonu. Poziom metalicznych produktów zużycia określony w badaniu pierwiastków (cząstki <5um) w normie.

Wnioski i Zalecenia:

Proszę skontrolować układ doprowadzania powietrza. Należy obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""krzem"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2006942,"Lepkość w normie dla klasy SAE 40. Liczba zasadowa w normie. Własności dyspergujące w normie. Temperatura zapłonu nieznacznie obniżona. Zawartość wody w normie. Poziom metali zużyciowych w normie. 

Wnioski i zalecenia:

Olej kwalifikuje się do dalszej eksploatacji. Obserwować zmiany w kolejnej analizie. Wykonać następne badanie zgodnie z harmonogramem. ","{""lepkość"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""nieznacznie_obniżony"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2008439,"Lepkość w normie dla klasy SAE 40. Liczba zasadowa w normie. Własności dyspergujące w normie. Temperatura zapłonu nieznacznie obniżona. Zawartość wody w normie. Poziom metali zużyciowych w normie. 

Wnioski i zalecenia:

Olej kwalifikuje się do dalszej eksploatacji. Obserwować zmiany w kolejnej analizie. Wykonać następne badanie zgodnie z harmonogramem. ","{""lepkość"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""nieznacznie_obniżony"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2008653,"Oznaczona lepkość jest w zakresie granicznym. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Temperatura zapłonu w normie. Zawartość wody w normie. Poziom metalicznych produktów zużycia określony w badaniu pierwiastków (cząstki <5um) w normie. Indeks PQ w normie.

Wnioski i Zalecenia:

Proszę obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_zakresie_granicznym"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,W NORMIE
P2008966,"Lepkość w normie dla klasy SAE 40. Liczba zasadowa w trendzie spadkowym. Zawartość zanieczyszczeń stałych w normie. Temperatura zapłonu w normie. Nie stwierdzono niepokojącego zanieczyszczenia oleju glikolem ani paliwem. Lekko podniesiona zawartość miedzi, nastąpił spadek w stosunku do poprzedniej analizy. Własności dyspergujące znacznie obniżone. Widmo IR wskazuje na inny typ oleju niż deklarowany przez Państwa.

Wnioski i zalecenia:

Ze względu na spadkowy trend własności dyspergujących oraz liczby zasadowej zalecamy przeprowadzenie wymiany oleju  przy najbliższej okazji. Wykonać kolejne badanie zgodnie z harmonogramem. ","{""lepkość"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""glikol"": ""brak_wykrycia"", ""miedź"": ""lekko_podniesiony""}",1,UWAGA
P2009720,"Lepkość w normie dla klasy SAE 40. Zawartość ciał stałych w zakresie dopuszczalnym. Liczba zasadowa w normie. Własności dyspergujące w normie. Temperatura zapłonu nieznacznie obniżona. Zawartość metali zużyciowych w normie. 

Wnioski i zalecenia:

Oznaczone parametry uległy jedynie niewielkim zmianom w stosunku do poprzednich analiz. Zalecane śledzenie zmian w kolejnej analizie. Prosimy wykonać kolejne badanie nie później niż za ok. 500mth pracy silnika. ","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""nieznacznie_obniżony"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2010310,"Oznaczona lepkość w zakresie granicznym dla oleju klasy SAE 15W/40. Temperatura zapłonu w normie. Zawartość metalicznych cząstek zużyciowych (oznaczona w badaniu pierwiastków, cząstki <5µm) w akceptowalnym zakresie. Zawartość krzemu utrzymuje się na stałym poziomie w porównaniu do poprzedniej analizy.



Zalecenia i wnioski:

Proszę obserwować zmiany trendów w następnej analizie, zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_akceptowalnym_zakresie""}",1,W NORMIE
P2010641,"Oznaczona lepkość w zakresie dopuszczalnym dla oleju klasy SAE 40. Własności dyspergujące w normie. Liczba zasadowa na bezpiecznym poziomie. Temperatura zapłonu lekko obniżona. Wysoka zawartość ołowiu i miedzi - wskazuje na wycieranie łożysk, nieznana jest dynamika przyrostu parametrów. Zawartość wody w zakresie granicznym. Zawartość stałych zanieczyszczeń w normie.



Zalecenia i wnioski:

Ze względu na zawartość cząstek zużyciowych zalecana jest wymiana oleju na świeży przy okazji najbliższych czynności serwisowych silnika. Zalecana jest kontrola smarowanych elementów w celu wykrycia ewentualnych oznak zużycia/awarii. Proszę wykonać kolejne badanie po przeprowadzeniu zabiegów korygujących.","{""lepkość"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""miedź"": ""podniesiony"", ""ołów"": ""podniesiony"", ""woda"": ""w_zakresie_granicznym"", ""zanieczyszczenia_stałe"": ""w_normie""}",2,UWAGA
P2010807,"Oznaczona lepkość w zakresie granicznym dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zawartość stałych ciał obcych w normie. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie.  Zawartość wody w akceptowalnym zakresie. Poziom metalicznych produktów zużycia w normie.

Wnioski i zalecenia:

Proszę obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""woda"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2011353,"Lepkość w normie. Temperatura zapłonu lekko obniżona. Zawartość zanieczyszczeń stałych w normie. Własności dyspergujące w normie. Zawartość wody w normie. Zawartość metali zużyciowych w normie. 

Wnioski i zalecenia:

Zauważalny jest lekki spadek lepkości raz temperatury zapłonu - zalecana obserwacja zmian w kolejnej analizie. Wykonać następne badanie za ok. 500 mth pracy silnika. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2011817,"Lepkość w górnej granicy klasy SAE 40. Liczba zasadowa w normie. Zawartość ciał stałych w normie. Własności dyspergujące w normie. Temperatura zapłonu nieznacznie obniżona. Nie stwierdzono zanieczyszczenia paliwem ani glikolem. Zawartość metali zużyciowych w normie. 

Wnioski i zalecenia:

Olej kwalifikuje się do dalszej eksploatacji. Zalecane wykonanie kolejnego badania za ok 500 mth pracy silnika. ","{""liczba_zasadowa"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""temperatura_zapłonu"": ""nieznacznie_obniżony"", ""paliwo"": ""brak_wykrycia"", ""glikol"": ""brak_wykrycia"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2012174,"Oznaczona lepkość oraz poziom dodatków uszlachetniających w normie. Temperatura zapłonu w normie. Nieznacznie podniesiona zawartość miedzi i żelaza. Poziom pozostałych metalicznych produktów zużycia w dopuszczalnym zakresie.

Zalecenia i wnioski:

W celu śledzenia trendu zawartości pierwiastków przeprowadzić kolejne badania za około 250mth. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""dodatki_uszlachetniające"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""żelazo"": ""nieznacznie_podniesiony"", ""miedź"": ""nieznacznie_podniesiony"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie""}",1,W NORMIE
P2012307,"Lepkość w normie dla klasy SAE 40. Zawartość zanieczyszczeń stałych w normie. Zawartość wody w normie. Temperatura zapłonu nieznacznie obniżona.

Wnioski i zalecenia:

Oznaczone parametry znajdują się w dopuszczalnych przedziałach. Prosimy o przesłanie kolejnej próbki do analizy zgodnie z przyjętym harmonogramem. ","{""lepkość"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie"", ""temperatura_zapłonu"": ""nieznacznie_obniżony""}",1,W NORMIE
P2012635,"Oznaczona lepkość w górnej granicy dla oleju klasy SAE 40. Zawartość ciał stałych w normie. Liczba zasadowa w normie. Własności dyspergujące w normie. Zawartość wody w normie. Temperatura zapłonu nieznacznie obniżona. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5um w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek) w normie.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""woda"": ""w_normie"", ""temperatura_zapłonu"": ""nieznacznie_obniżony"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,W NORMIE
P2012910,"Lepkość w zakresie granicznym klas SAE 40 i 50. Temperatura zapłonu w normie. Nie stwierdzono niepokojącego zanieczyszczenia oleju glikolem ani olejem napędowym. Zawartość metali zużyciowych w normie. 

Wnioski i zalecenia:

Zalecane śledzenie zmian w kolejnych analizach. Wykonać następne badanie za ok. 500 mth pracy silnika. ","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_normie"", ""glikol"": ""brak_wykrycia"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2013429,"Oznaczona lepkość w normie. Temperatura zapłonu w normie. Poziom dodatków uszlachetniających w normie. Lekko podniesiona zawartość miedzi. Poziom pozostałych metalicznych produktów zużycia w normie.

Zalecenia i wnioski:

W celu obserwacji trendu zawartości miedzi przeprowadzić kolejne badanie za około 500mth. Proszę obserwować zmiany w następnej analizie.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""dodatki_uszlachetniające"": ""w_normie"", ""miedź"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2013736,"Oznaczona lepkość w normie. Temperatura zapłonu lekko obniżona w stosunku do poprzedniego badania. Zawartość pierwiastków zużyciowych w dopuszczalnym zakresie.

Zalecenia i wnioski : 

Proszę obserwować zmiany w następnej analizie. Przysłać kolejną próbkę do badań zgodnie z przyjętym harmonogramem diagnostyki płynu.   ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie""}",0,W NORMIE
P2014143,"Oznaczona lepkość w normie dla klasy SAE 40. Temperatura zapłonu nieznacznie obniżona. Zawartość metali zużyciowych w normie. Nie stwierdzono niepokojącego zanieczyszczenia glikolem ani paliwem.

Zalecenia i wnioski : 

Obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z harmonogramem. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""nieznacznie_obniżony"", ""metale_zużyciowe"": ""w_normie"", ""glikol"": ""brak_wykrycia""}",0,W NORMIE
P2100263,"Oznaczona lepkość w dolnym zakresie granicznym. Temperatura zapłonu obniżona. Na widmie w podczerwieni FTIR widoczne ślady pozostałości biokomponentów paliwa. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5um) w normie. 

Wnioski i zalecenia:

Wyniki analizy olejowej wskazują na obecność paliwa w oleju. Zaleca się skontrolować układ doprowadzania paliwa w celu zweryfikowania źródła paliwa w oleju. Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""obniżony"", ""metale_zużyciowe"": ""w_normie""}",1,UWAGA
P2100448,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Zawartość stałych ciał obcych w zakresie akceptowalnym. Temperatura zapłonu w zakresie granicznym. Zawartość wody w normie. 

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie.","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_akceptowalnym_zakresie"", ""temperatura_zapłonu"": ""w_zakresie_granicznym"", ""woda"": ""w_normie""}",1,W NORMIE
P2100464,"Oznaczona lepkość oraz poziom dodatków uszlachetniających w normie. Temperatura zapłonu w normie. Nieznacznie podniesiona zawartość miedzi. Poziom pozostałych metalicznych produktów zużycia w dopuszczalnym zakresie.

Zalecenia i wnioski:

W celu śledzenia trendu zawartości pierwiastków przeprowadzić kolejne badania za około 250mth. Proszę obserwować zmiany w następnej analizie.","{""lepkość"": ""w_normie"", ""dodatki_uszlachetniające"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""miedź"": ""nieznacznie_podniesiony"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie""}",0,W NORMIE
P2100632,"Oznaczona lepkość w zakresie granicznym dla klasy SAE 40. Temperatura zapłonu w normie. Zawartość metali zużyciowych oraz dodatków uszlachetniających w normie.

Zalecenia i wskazania : 

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""dodatki_uszlachetniające"": ""w_normie""}",0,W NORMIE
P2100635,"Oznaczona lepkość w zakresie granicznym dla klasy SAE 40. Temperatura zapłonu w normie. Zawartość żelaza lekko podniesiona. Zawartość pozostałych metali zużyciowych w normie. 

Zalecenia i wnioski : 

Proszę śledzić trend zużycia w kolejnym badaniu. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej. ","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_normie"", ""żelazo"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2100853,"Oznaczona lepkość w normie. Własności dyspergujące lekko obniżone, jednak wygląd membrany nie wskazuje na pogorszony stan oleju. Temperatura zapłonu w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych w normie.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""własności_filtrujące"": ""lekko_obniżony"", ""temperatura_zapłonu"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,W NORMIE
